경마장,경주일,경주번호,경주거리,마번,경주마,프로그램최종예상순위,프로그램예상순위1,프로그램최근8경주기준예상순위,dark_score,복병코멘트
부산,20240505,4,1400,3,닥터넥스트,5,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240505,5,1600,11,페가콘,7,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240505,7,1800,1,위대한선택,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240505,3,1400,6,피엔에스날라,10,10,10,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240505,5,1400,5,베스트토르,7,8,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240505,6,1300,2,빈체로킹,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240505,9,1400,3,비제이스톰,6,9,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240510,4,1400,7,대호마,5,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240510,5,1200,3,대성드림,6,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240510,8,1200,10,로켓소리,10,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240511,7,1400,1,땡큐대천,6,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240511,8,1200,4,굿카보,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240511,11,1800,11,만세,5,2,7,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240512,2,1200,4,탑드림,9,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240512,7,1800,12,콰트로맥스,6,8,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240512,1,1300,6,칼리프,5,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240512,6,1300,9,새내칸,9,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240512,8,1800,5,은파사랑,4,13,12,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240512,9,1200,11,절대가치,6,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240517,6,1400,2,하늘제왕,5,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240517,8,1800,5,트라이엄프캣,10,11,12,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240518,3,1200,4,빛의카,6,3,9,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20240518,9,1400,4,챌린지삭스,6,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240518,10,1300,9,선포레,7,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240519,3,1600,12,퀸오브조이,11,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240519,4,1200,8,성실스타,10,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240519,6,1400,9,그레이트미스,4,1,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240519,7,2000,7,소머치고,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240519,4,1300,7,탐라최강자,6,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240519,6,1400,7,와일드삭스,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240519,8,1200,10,모르피스,7,8,14,50.0,복병주의 50.0점 · 평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240519,9,1800,2,화씨벽,8,8,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240519,10,1400,6,쾌향,8,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240524,2,1600,4,스토미데이,7,3,7,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20240524,3,1400,2,스카이승,10,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240524,4,1200,2,타우루스킹,6,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240524,5,1800,4,밀크데이,6,5,9,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240525,3,1400,2,알사이먼,7,8,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240525,6,1300,11,익스펙트,6,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240525,10,1700,8,이스트웨스트,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240525,11,1800,1,그레이캣,10,8,10,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240526,5,1300,9,카우라인,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240526,6,1600,12,라이트스토리,4,4,4,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240526,7,1400,11,그래핀랩월드,7,6,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240531,2,1300,1,제트선,7,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240531,3,1400,4,어메이징무브,6,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240531,5,1200,1,투투플라잉,7,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240531,6,1400,6,용건,7,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240601,3,1300,6,선더에이원,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240601,4,1400,2,슬램드래곤,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240601,6,1200,2,문학홀리데이,9,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240601,9,1800,5,베링맨,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240601,10,1200,4,하이러너,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240602,1,1400,5,눈부신길,4,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240602,5,1600,9,백투더챔피언,4,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240602,7,1600,9,라온포레스트,6,9,4,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240602,3,1300,1,러브카우걸,8,3,9,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240602,9,1800,6,노던타임,5,2,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240607,4,1300,9,국대스타,10,10,10,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240607,6,1400,11,운주마하,11,11,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240607,7,1200,11,하늘질주,6,9,4,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240607,8,1800,5,은성위너,8,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240608,2,1700,10,용기내요그대,7,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240608,3,1200,6,글로리앤아너,6,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240608,5,1300,11,멋진기록,6,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240608,11,1800,7,퀴클리런,4,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240609,1,1200,6,비케이렉스,6,6,6,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
부산,20240609,3,1300,3,로드투선더,5,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240609,6,1400,5,유니콘히트,7,8,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240609,8,2000,5,세이렌,7,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240609,9,1300,4,바람의향기,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240614,2,1300,4,브레이브루키,9,8,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240614,3,1800,4,청마황후,7,5,6,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20240614,6,1400,4,다모아,6,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240614,7,1400,7,버닝패션,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240614,8,1600,8,마군,5,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240615,3,1300,7,브라이트카이,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240615,4,1300,8,유레카,7,5,9,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20240615,6,1300,4,부강질주,4,3,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240615,7,1400,7,불의여왕,9,9,9,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240615,8,1300,11,아마존킹,5,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240616,5,1300,5,울트라삭스,5,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240616,6,1600,2,바이킹하트,6,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240616,7,1800,7,새로운빛깔,5,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240616,8,2000,3,닥터킹덤,7,7,10,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240621,2,1400,5,문막우상,4,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240621,7,1400,2,선더퓨리,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240622,2,1200,3,그랜드라지,5,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240622,3,1300,8,이글윙즈,8,9,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240622,5,1400,8,행운바람,10,8,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240622,6,1200,3,걸작선,4,10,3,60.0,복병유력 60.0점 · 구간강점/평가불일치/폼/연대OK
서울,20240622,7,1700,1,안양천둥,6,5,9,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240623,2,1300,7,정상히트,5,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240623,6,1200,7,천행챗,6,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240623,7,1800,5,그레이스퀸,10,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240623,8,1300,10,스마트삭스,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240628,6,1200,6,태양으뜸,5,11,5,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240628,8,1200,9,그래핀랩월드,6,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240629,1,1300,6,선더스톰,5,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240629,2,1700,2,내추럴사운드,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240629,3,1200,3,모쿠슈라,5,9,5,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240629,7,1400,8,정성타이거,5,10,3,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240629,10,1700,4,바람의검,7,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240630,1,1300,3,비케이도미네,6,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240630,2,1300,2,어나더원,8,3,8,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240630,3,1300,3,용산큰별,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240630,4,1800,6,푸에르테,10,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240630,7,1800,5,황우파이터,5,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240630,8,1600,14,심장의고동,7,9,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240630,3,1400,7,라파예트,7,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240630,8,1200,8,베스트천상,7,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240705,3,1300,9,스카이영웅,9,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240705,5,1600,7,모로,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240706,2,1200,1,신의블루,5,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240706,3,1400,5,천은총,6,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240706,5,1200,8,화산귀환,5,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240706,7,1600,10,유니콘히트,7,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240706,9,1800,2,화이트참,8,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240706,10,1200,7,엠제이베스트,8,8,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240707,3,1400,2,운주질주,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240707,5,1600,6,슈퍼크랙,5,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240707,6,1600,7,용건,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240707,7,1400,4,서귀플래시,10,9,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240707,9,1200,7,최강쏜살,7,8,11,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240707,1,1200,11,트리플에이스,8,7,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240707,3,1300,4,서머파티,8,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240707,7,1200,2,행복한문막,8,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240712,3,1300,6,피노파워,5,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240712,7,1600,1,비케이갤럽,6,10,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240713,5,1400,1,상임대표,7,4,9,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,2,1400,1,하늘신화,5,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,3,1400,5,제트캐시,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,4,1800,7,굿대디,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,5,1200,3,메이드희망,4,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,6,1600,7,버닝패션,6,9,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,7,1400,3,피플파워,10,10,11,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240714,8,1800,2,아틀라스,8,3,9,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240714,5,1700,6,히어로퀸,4,8,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20240714,7,1300,5,베스트대로,4,9,3,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240714,8,1200,3,광양으뜸,9,11,9,30.0,약함 30.0점 · 폼/연대OK/체중/부담안정
서울,20240714,9,1800,1,블루인디,10,10,11,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240719,3,1400,3,서부플레임,9,10,8,40.0,복병주의 40.0점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20240720,3,1300,5,원더풀시킹,5,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240720,9,1200,11,터프맨,8,4,9,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240720,10,1600,2,장산포이즌,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240721,3,1200,6,레이드히트,9,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240721,5,1800,9,러닝워리어,8,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240721,6,1800,4,윈드위너,6,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240721,1,1200,9,머니터치,4,2,4,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240721,8,1200,6,두손챔프,5,8,11,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240721,9,1800,6,불의신화,9,8,11,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240721,10,1400,3,바이스로이,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240727,4,1300,7,원평광야,9,10,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240727,7,1600,1,미스터퀄리티,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240727,8,1700,2,브라이트위너,6,9,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240727,9,1800,5,타우루스퀸,7,9,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240728,5,1700,2,동행퍼스트,5,3,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240728,10,1200,8,아르고탑,9,9,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240728,11,1400,7,파노라마킹,10,9,11,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240802,6,1400,3,브라운팰컨,8,7,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240802,7,1400,4,퀸앤드서브,5,6,5,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20240802,8,1200,3,투투플라잉,4,5,3,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240802,10,1300,2,오션스톰,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240802,11,1800,7,대호전설,7,10,9,37.5,약함 37.5점 · 폼/연대OK/체중/부담안정/기수/조교OK
부산,20240802,13,1200,1,웨이팅포유,9,7,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240802,14,1800,1,은성영웅,8,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240803,1,1300,6,팀서프라이즈,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240803,3,1200,5,매직어게인,7,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240803,5,1400,2,닥터파라오,5,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240803,3,1300,9,런던골드,8,8,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240803,5,1200,1,삼애번쩍,5,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240803,6,1300,9,세명레이디,5,2,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240803,8,1200,7,질주본,9,11,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240803,9,1400,10,월드참,10,9,11,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240804,6,1300,3,메니스피어,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240804,10,1600,4,콩코드퀸,9,8,10,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240810,2,1400,8,액티브스타,6,6,6,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
부산,20240810,4,1600,7,퍼플스타,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240811,7,1400,1,글로벌여제,4,3,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240811,8,1300,11,블랙이글,5,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240811,9,1300,6,고스트아마존,8,8,11,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240811,10,1400,10,라우드컬러,8,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240811,11,1800,2,나이스빅가이,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240811,13,1600,4,두바이평정,4,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240816,2,1200,9,파인블루,5,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240816,4,1400,2,그레이보스,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240816,6,1300,1,투투라임,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240816,7,1800,11,원더풀월드,10,10,11,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240817,4,1200,3,휘파람,9,7,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240817,5,1400,7,천은총,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240817,7,1300,2,티시패밀리,7,7,8,37.5,약함 37.5점 · 폼/연대OK/체중/부담안정/기수/조교OK
부산,20240818,3,1200,5,굿킹맨,8,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240818,4,1200,1,삼바스텝,7,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240818,6,1800,4,톱파이어,9,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240818,1,1200,4,에클레어파워,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240818,4,1300,7,흥행불패,7,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240818,6,1200,8,샤인온미,10,10,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240818,7,1600,7,아치메모리,8,6,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240818,10,1800,3,아이언삭스,6,9,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240823,3,1400,4,와일드딕시,8,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
